n	lnTxt	etiquetado	nbSyl	met	metNoExtra	lnTyp	match
chocano	Cartagena de Indias: tú que, a solas,	cartagena de   indias tú que a solas	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
chocano	entre el rigor de las murallas fieras,	entre el rigor de las murallas fieras,	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	crees que te acarician las banderas	crees que te acarician las banderas	11	1 6 10	1 6 10	Endecasílabo enfático puro	1.0
chocano	de pretéritas huestes españolas;	de pretéritas huestes españolas;	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	tú, que ciñes radiantes aureolas,	tú, que ciñes radiantes aureolas,	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
chocano	desenvuelves, soñando en las riberas,	desenvuelves, soñando en las riberas,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	la perezosa voz de tus palmeras	la perezosa voz de tus palmeras	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	y el escándalo eterno de tus olas.	y el escándalo eterno de tus olas.	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	¿Para qué es despertar, bella durmiente?	¿Para qué es despertar, bella durmiente?	11	3 6 7 10	3 6 10	Endecasílabo melódico puro	0.9
chocano	Los piratas tus sueños mortifican,	Los piratas tus sueños mortifican,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	mas tú, siempre serena, te destacas;	mas tú, siempre serena, te destacas;	11	2 3 6 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	y los párpados cierras blandamente,	y los párpados cierras blandamente,	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
chocano	mientras que tus palmeras te abanican	mientras que tus palmeras te abanican	11	6 10	6 10	Endecasílabo vacío puro	1.0
chocano	y tus olas te mecen como hamacas.	y tus olas te mecen como hamacas.	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	¡Cuántas aves que anidan sin recelo	¡Cuántas aves que anidan sin recelo	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
chocano	en un árbol, que luego es cruz o nave,	en un árbol, que luego es cruz o nave,	11	2 3 6 7 8 10	2 6 8 10	Endecasílabo heroico largo	0.8
chocano	tienden por fuerza misteriosa y grave,	tienden por fuerza misteriosa y grave,	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	como el árbol también, al mar o al cielo!	como el árbol también, al mar o al cielo!	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
chocano	El ave es ambición que huye del suelo	El ave es ambición que huye del suelo	11	2 3 6 7 10	2 6 10	Endecasílabo heroico puro	0.8
chocano	y es alerta estentóreo o trino suave,	y es alerta estentóreo o trino suave,	11	1 3 6 8 10	1 3 6 8 10	Endecasílabo melódico pleno	1.0
chocano	que el canto más glorioso es el del ave	que el canto más glorioso es el del ave	11	2 4 6 7 10	2 4 6 10	Endecasílabo heroico corto	0.9
chocano	y la línea más pura es la del vuelo	y la lín#a más pura es la del vuelo	11	3 5 6 7 10	3 6 10	Endecasílabo melódico puro	0.8
chocano	¡No importa -ya que el sol rasga las brumas-	¡No importa -ya que el sol rasga las brumas-	11	1 2 4 6 7 10	2 4 6 10	Endecasílabo heroico corto	0.8
chocano	que el mar persiga al bien y el buitre altivo	que el mar persiga al bien y el buitre altivo	11	2 4 6 8 10	2 4 6 8 10	Endecasílabo heroico pleno	1.0
chocano	a la paloma, hecho un Satán con plumas,	a la paloma, hecho un Satán con plumas,	11	4 5 6 8 10	4 6 8 10	Endecasílabo sáfico largo	0.9
chocano	que, mientras alas tengan y garganta,	que, mientras alas tengan y garganta,	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	serán las aves el emblema vivo	serán las aves el emblema vivo	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	de todo lo que vuela y lo que canta!	de todo lo que vuela y lo que canta!	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	Ese, Pizarro: el de la frente erguida	Ese, Pizarro: el de la frente erguida	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	Ese, Cortés: el del caballo undoso	Ese, Cortés: el del caballo undoso	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	Pasa Alvarado en su corcel nervioso;	Pasa Alvarado en su corcel nervioso;	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	Valdivia lleva el suyo de la brida.	Valdivia lleva el suyo de la brida.	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
chocano	¿Y ése? ¿Y aquél? En púrpura encendida	y ése y   aquél en púrpura encendida	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
chocano	envueltos van bregando sin reposo,	envueltos van bregando sin reposo,	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
chocano	a manera del grupo luminoso	a manera del grupo luminoso	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	de los conquistadores de la vida	de los conquistadores de la vida	11	6 10	6 10	Endecasílabo vacío puro	1.0
chocano	Cuajado en oro el puño del cuchillo,	Cuajado en oro el puño del cuchillo,	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
chocano	la coraza, cubierta de fulgores;	la coraza, cubierta de fulgores;	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	pleno de sol, el reluciente casco:	pleno de sol, el reluciente casco:	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	pasando van, con el temblor de un brillo,	pasando van, con el temblor de un brillo,	11	2 4 8 9 10	2 4 8 10	Endecasílabo sáfico largo pleno	0.9
chocano	cual si fuesen bordados en colores	cual si fuesen bordados en colores	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	sobre grandes tapices de Damasco	sobre grandes tapices de Damasco	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	Pasan por mis estrofas los virreyes egregios	Pasan por mis estrofas los virreyes egregios	14	1 6 10 13	-	Alejandrino	1.0
chocano	y las líricas damas de otros tiempo de amor;	y las líricas damas de otros tiempo de amor;	14	3 6 8 10 13	-	Alejandrino	1.0
chocano	pero, en verdad, si entonces canto los florilegios	pero, en verdad, si entonces canto los florilegios	14	4 6 8 13	-	Alejandrino	1.0
chocano	y las fiestas galanas, canto un canto mayor,	y las fiestas galanas, canto un canto mayor,	14	3 6 8 9 10 13	-	Alejandrino	1.0
chocano	cuando me dan las selvas vírgenes sus arpegios	cuando me dan las selvas vírgenes sus arpegios	14	4 6 8 13	-	Alejandrino	1.0
chocano	y su orgullo los incas y Pizarro su ardor,	y su orgullo los incas y Pizarro su ardor,	14	3 6 10 13	-	Alejandrino	1.0
chocano	y así soy, en las pompas de mis cánticos regios,	y así soy   en las pompas de mis cánticos regios	14	2 3 6 10 13	-	Alejandrino	1.0
chocano	algo precolombino y algo conquistador	algo precolombino y algo conquistador	14	1 6 8 13	-	Alejandrino	1.0
chocano	Soy épico dos veces, y estoy enamorado	soy épico dos veces y   estoy   enamorado	14	1 4 5 9 13	-	Alejandrino	1.0
chocano	del Sol que hay en mi fina coraza de soldado	del sol que hay   en mi fina coraza de soldado	14	2 3 6 9 13	-	Alejandrino	1.0
chocano	y del león rampante que ilustra mi broquel:	y del león rampante que ilustra mi broquel:	14	4 6 9 13	-	Alejandrino	1.0
chocano	tal el verso en que canto del virrey la fortuna	tal el verso en que canto del virrey la fortuna	14	1 3 6 10 13	-	Alejandrino	1.0
chocano	es un Sol que en las tardes le da un beso a la Luna	es un Sol que en las tardes le da un beso a la Luna	14	1 2 3 6 9 10 13	-	Alejandrino	1.0
chocano	o un león que en los labios tiene un poco de miel	o un león que en los labios tiene un poco de miel	14	1 3 6 8 9 10 13	-	Alejandrino	1.0
chocano	Silencio y soledad Nada se mueve	Silencio y soledad Nada se mueve	11	2 6 7 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	Apenas, a lo lejos, en hilera,	Apenas, a lo lejos, en hilera,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	las vicuñas con rápida carrera	las vicuñas con rápida carrera	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	pasan, a modo de una sombra leve	pasan, a modo de una sombra leve	11	1 4 6 8 10	1 4 6 8 10	Endecasílabo sáfico pleno	1.0
chocano	¿Quién a medir esa extensión se atreve?	¿Quién a medir esa extensión se atreve?	11	1 4 5 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	0.9
chocano	Sólo la desplegada cordillera,	Sólo la desplegada cordillera,	11	1 6 10	1 6 10	Endecasílabo enfático puro	1.0
chocano	que s encorva después, a la manera	que s encorva después, a la manera	12	2 4 7 11	-	Dodecasílabo	1.0
chocano	de un colosal paréntesis de nieve	de un colosal paréntesis de nieve	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
chocano	Vano será que busque la mirada	Vano será que busque la mirada	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
chocano	alegría de vívidos colores,	alegría de vívidos colores,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	en la tristeza de la puna helada:	en la tristeza de la puna helada:	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	sin mariposas, pájaros, ni flores,	sin mariposas, pájaros, ni flores,	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	es una inmensidad deshabitada,	es una inmensidad deshabitada,	11	1 2 6 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	como si fuese un alma sin amores.	como si fuese un alma sin amores.	11	4 5 6 10	4 6 10	Endecasílabo sáfico corto	0.9
chocano	Lloran las cumbres lágrimas de hielo,	Lloran las cumbres lágrimas de hielo,	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
chocano	que corren por las trágicas pendientes,	que corren por las trágicas pendientes,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	y van formando en su camino fuentes,	y van formando en su camino fuentes,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	enamoradas del azul del cielo.	enamoradas del azul del cielo.	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	Entre las grietas del musgoso suelo,	Entre las grietas del musgoso suelo,	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	aprisionan sus linfas los torrentes,	aprisionan sus linfas los torrentes,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	a manera de alhajas refulgentes	a manera de alhajas refulgentes	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	entre estuches de verde terciopelo	entre estuches de verde terciopelo	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	Súbito ensanchan sus ruidosas quejas;	Súbito ensanchan sus ruidosas quejas;	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	y, dibujando monacales tocas,	y, dibujando monacales tocas,	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	envuelven su cristal en densas brumas.	envuelven su cristal en densas brumas.	11	2 6 8 10	2 6 8 10	Endecasílabo heroico largo	1.0
chocano	Y el río nace, cual tropel de ovejas	Y el río nace, cual tropel de ovejas	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	que va dejando en las filudas rocas	que va dejando en las filudas rocas	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	enredado el vellón de su espumas	enredado el vellón de su   espumas	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	Copia el lago en sus vidrios palpitantes	Copia el lago en sus vidrios palpitantes	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
chocano	cuanto se asoma en su contorno vago,	cuanto se asoma en su contorno vago,	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	como si fuera el voluptuoso halago	como si fuera el voluptuoso halago	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	de una coquetería de gigantes	de una coquetería de gigantes	11	1 6 10	1 6 10	Endecasílabo enfático puro	1.0
chocano	Llega un río cual sarta de diamantes;	Llega un río cual sarta de diamantes;	11	1 2 3 6 10	1 3 6 10	Endecasílabo melódico corto	0.9
chocano	y, por virtud de milagroso mago,	y, por virtud de milagroso mago,	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	en el fondo del bosque, deja un lago	en el fondo del bosque, deja un lago	11	3 6 8 9 10	3 6 8 10	Endecasílabo melódico largo	0.9
chocano	como un collar de chispas relumbrantes.	como un collar de chispas relumbrantes.	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
chocano	Al ver el lago, entonces, se dijera	Al ver el lago, entonces, se dijera	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
chocano	que la larga serpiente que antes era	que la larga serpiente que antes era	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
chocano	se ha ensortijado entre la selva hosca;	se ha ensortijado entre la selva   hosca	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	porque así son, en la montaña andina,	porque así son, en la montaña andina,	11	3 4 8 10	4 8 10	Endecasílabo sáfico puro	0.9
chocano	el río una serpiente que camina	el río una serpiente que camina	11	2 3 6 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	y el lago una serpiente que se enrosca	y el lago una serpiente que se enrosca	11	2 3 6 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	El capitán osado navega en la insegura	El capitán osado navega en la insegura	14	4 6 9 13	-	Alejandrino	1.0
chocano	noche del mar Su barco, de crujidora quilla,	noche del mar Su barco, de crujidora quilla,	14	1 4 6 11 13	-	Alejandrino	1.0
chocano	que ve, de pronto, abierta la trágica cuchilla	que ve, de pronto, abierta la trágica cuchilla	14	2 4 6 9 13	-	Alejandrino	1.0
chocano	de un monte en dos partido, por ella se aventura	de un monte en dos partido, por ella se aventura	14	1 2 4 6 9 13	-	Alejandrino	1.0
chocano	Las velas se desgarran y hay vientos de locura;	Las velas se desgarran y hay vientos de locura;	14	2 6 8 9 13	-	Alejandrino	1.0
chocano	allá, hacia un lado, a veces, una fogata brilla;	allá, hacia un lado, a veces, una fogata brilla;	14	2 3 4 6 8 11 13	-	Alejandrino	1.0
chocano	y enronquecidos lobos, desde una y otra orilla,	y enronquecidos lobos desde una y otra   orilla	14	4 6 9 10 13	-	Alejandrino	1.0
chocano	hacen sonar sus gritos sobre la noche oscura.	hacen sonar sus gritos sobre la noche oscura.	14	1 4 6 11 13	-	Alejandrino	1.0
chocano	Las olas ladran , ladran en los abruptos flancos;	Las olas ladran , ladran en los abruptos flancos;	14	2 4 6 11 13	-	Alejandrino	1.0
chocano	y envueltas en espumas, parecen perros blancos	y envueltas en espumas, parecen perros blancos	14	2 6 9 11 13	-	Alejandrino	1.0
chocano	contra los lobos negros en las riberas solas	contra los lobos negros en las riberas solas	14	4 6 11 13	-	Alejandrino	1.0
chocano	Y el barco sigue , sigue y al proseguir de frente,	Y el barco sigue , sigue y al proseguir de frente,	14	2 4 6 11 13	-	Alejandrino	1.0
chocano	como iban separándose ante Moisés las olas,	como iban separándose ante Moisés las olas,	14	2 6 11 13	-	Alejandrino	1.0
chocano	se van también abriendo las tierras, lentamente.	se van también abriendo las tierras, lentamente.	14	2 4 6 9 11 13	-	Alejandrino	1.0
chocano	Ya todos los caiques probaron el madero	ya todos los ca~iqes probaron el madero	14	1 2 6 9 13	-	Alejandrino	1.0
chocano	-¿Quién falta?- Y la respuesta fue un arrogante: ¡Yo!	-¿Quién falta?- Y la respuesta fue un arrogante: ¡Yo!	14	1 2 6 8 11 13	-	Alejandrino	1.0
chocano	-¡Yo!- dijo; y, en la forma de una visión de Homero,	yo dijo y en la forma de una visión de   homero	14	1 2 5 7 10 13	-	Alejandrino	1.0
chocano	del fondo de los bosques Caupolicán surgió.	del fondo de los bosques Caupolicán surgió.	14	2 6 11 13	-	Alejandrino	1.0
chocano	Echóse el tronco encima, con ademán ligero,	Echóse el tronco encima, con ademán ligero,	14	2 4 6 11 13	-	Alejandrino	1.0
chocano	y estremecerse pudo pero doblarse no	y estremecerse pudo pero doblarse no	14	4 6 11 13	-	Alejandrino	1.0
chocano	Bajo sus pies, tres días crujir hizo el sendero,	Bajo sus pies, tres días crujir hizo el sendero,	14	4 5 6 9 10 13	-	Alejandrino	1.0
chocano	y estuvo andando andando y andando se durmió.	y estuvo andando andando y andando se durmió.	14	2 4 6 9 13	-	Alejandrino	1.0
chocano	Andando, así, dormido, vio en sueños al verdugo:	Andando, así, dormido, vio en sueños al verdugo:	14	2 4 6 8 9 13	-	Alejandrino	1.0
chocano	él, muerto sobre un tronco; su raza, con el yugo,	él, muerto sobre un tronco; su raza, con el yugo,	14	1 2 5 6 9 13	-	Alejandrino	1.0
chocano	inútil todo esfuerzo y el mundo siempre igual.	inútil todo esfuerzo y el mundo siempre igual.	14	2 4 6 9 11 13	-	Alejandrino	1.0
chocano	Por eso, el tercer día de andar por valle y sierra,	Por eso, el tercer día de andar por valle y sierra,	14	2 5 6 9 11 13	-	Alejandrino	1.0
chocano	el tronco alzó en los aires y lo clavó en la tierra,	el tronco alzó en los aires y lo clavó en la tierra,	14	2 4 6 11 13	-	Alejandrino	1.0
chocano	¡cómo si el tronco fuese su mismo pedestal!	¡cómo si el tronco fuese su mismo pedestal!	14	1 4 6 9 13	-	Alejandrino	1.0
chocano	Brinda al pintor el índigo cambiantes	Brinda al pintor el índigo cambiantes	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
chocano	con que luce en las sedas y en las flores;	con que luce en las sedas y en las flores;	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	prodigando el azul con los vigores	prodigando el azul con los vigores	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	de ocasos regios como más brillantes	de ocasos regios como más brillantes	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	Ya es el añil zafiro entre diamantes,	Ya es el añil zafiro entre diamantes,	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
chocano	ya lazo para atar cartas de amores,	ya lazo para atar cartas de amores,	11	1 2 6 7 10	2 6 10	Endecasílabo heroico puro	0.8
chocano	ya vestido de tul que entre fulgores	ya vestido de tul que entre fulgores	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
chocano	giran en una danza de bacantes	giran en una danza de bacantes	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
chocano	Es en el lago como un brillo apenas:	Es en el lago como un brillo apenas:	11	1 4 7 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	0.9
chocano	corre bajo la piel de terciopelo	corre bajo la piel de terciopelo	11	1 6 10	1 6 10	Endecasílabo enfático puro	1.0
chocano	y se trasluce en perfiladas venas.	y se trasluce en perfiladas venas.	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	Pero nunca es más noble en sus antojos	Pero nunca es más noble en sus antojos	11	3 4 5 6 10	3 6 10	Endecasílabo melódico puro	0.8
chocano	que cuando, en un pincel, recoge el cielo,	que cuando, en un pincel, recoge el cielo,	11	4 6 8 10	4 6 8 10	Endecasílabo sáfico largo	1.0
